round,task,family,baseline_acc,best_cfg,best_acc,best_delta_pp,outcome
557,mbpp_longctx_seed113_repair,mbpp_longctx,0.13856513856513855,head_l8,0.15496848830182164,1.6403349736683088,positive
558,mbpp_seed160_anchor,mbpp,0.40230586225828097,scalar_l8_sched_cos,0.42103874566561134,1.873288340733037,positive
558,protein_ss_seed274_discovery,protein_ss,0.2968304843304843,scalar_l8_sched_cos,0.30146011396011396,0.462962962962965,positive
559,arc_mc_seed206_discovery,arc_mc,0.4166666666666667,scalar_l8_sched_cos,0.375,-4.166666666666669,negative
559,mbpp_seed161_headprobe,mbpp,0.41858887381275445,scalar_l8_sched_cos,0.43366500829187393,1.5076134479119485,positive
560,protein_ss_seed275_discovery,protein_ss,0.2968304843304843,scalar_l8_train1e4,0.3040536560327173,0.7223171702232967,positive
560,mbpp_longctx_seed114_repair,mbpp_longctx,0.13787447120780452,head_l8,0.137011137011137,-0.0863334196667509,negative
561,mbpp_longctx_seed115_repair,mbpp_longctx,0.15091081757748426,scalar_l8_sched_cos,0.12552879219545887,-2.5382025382025386,negative
561,mbpp_seed162_headprobe,mbpp,0.39846223428312977,scalar_l8_train1e4,0.41481119990239734,1.6348965619267575,positive
562,arc_mc_seed207_discovery,arc_mc,0.375,scalar_l8_train1e4,0.375,0.0,flat
562,protein_ss_seed276_discovery,protein_ss,0.29557907976153086,scalar_l8_sched_cos,0.3001245343069854,0.4545454545454519,positive
563,mbpp_seed163_anchor,mbpp,0.39152382114317086,head_l10_strong,0.422818063395571,3.1294242252400126,positive
563,arc_mc_seed208_discovery,arc_mc,0.375,scalar_l8_train1e4,0.375,0.0,flat
564,protein_ss_seed277_discovery,protein_ss,0.3011167073667073,head_l8,0.29981636789712407,-0.1300339469583245,negative
564,mbpp_seed164_headprobe,mbpp,0.44131614654002715,head_l10_strong,0.4261269410523142,-1.5189205487712965,negative
565,arc_mc_seed209_discovery,arc_mc,0.375,scalar_l8_train1e4,0.375,0.0,flat
565,mbpp_longctx_seed116_repair,mbpp_longctx,0.14262280928947593,head_l8,0.15091081757748426,0.8288008288008325,positive
566,mbpp_seed165_anchor,mbpp,0.40856324438413993,scalar_l8_sched_cos,0.4235639981908639,1.5000753806723943,positive
566,protein_ss_seed278_discovery,protein_ss,0.2968304843304843,head_l8,0.2968304843304843,0.0,flat
567,arc_mc_seed210_discovery,arc_mc,0.375,scalar_l8_train1e4,0.375,0.0,flat
567,mbpp_seed166_headprobe,mbpp,0.413425297753656,scalar_l8_sched_cos,0.42857681290517113,1.5151515151515138,positive
568,protein_ss_seed279_discovery,protein_ss,0.23496587316542092,head_l8,0.2592565735574538,2.4290700392032876,positive
568,mbpp_longctx_seed117_repair,mbpp_longctx,0.12397479064145729,scalar_l8_train1e4,0.1774151774151774,5.344038677372011,positive
569,arc_mc_seed211_repro,arc_mc,0.3333333333333333,scalar_l8_train1e4,0.4166666666666667,8.333333333333337,positive
569,mbpp_seed167_repro,mbpp,0.4084878637117443,scalar_l8_train1e4,0.41353836876224936,0.5050505050505083,positive
